CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
1262009C,1262,1262, ,1262,1262,1262,D363,2,1,7,30.58,41.96, ,77.44,134.38,165.27,161.74,.62,.68,.9,1
1262010C,1262,1262, , , , , ,2,2,2,25.43,40.25, , , , , , , , ,1
1262011C,1262,1262, , , , , ,2,1,1,20.47,42.77, , , , , , , , ,1
1262012C,1262,1262, ,1262,1262, , ,2,2,7,24.98,46.69, ,123.49,115, , ,-.2, , ,1
1262013C,1262,1262, ,1262,1262,1262,D363,2,2,1,21.44,34.57, ,57.05,65.84,90.79,101.95,-.45,-1.54, ,1
1262014C,1262,1262, ,1262,1262,1262,D363,2,2,1,25.41,40.41, ,64.81,102.52,129.19,131.32,.23,-.05,.25,1
1262015C,1262,1262, ,1262,1262, , ,2,2,1,21.87,50.13, ,63.07,106.3, , ,-.1,.62, ,1
1262016C,1262,1262, ,1262, , , ,2,1,1,48.56,58.32, ,93.24, , , ,-.09, , ,1
1262017C,1262,1262, ,1262,1262,1262, ,2,1,2,21.52,37.35, ,58.36,116.33,148.96, ,.7,.83,.8,1
1262018C,1262,1262, ,1262,1262,1262, ,2,2,3, ,59.24, ,65.78,133.72,155.24, ,-.42,-.36,-.39,1
1262019C,1262,1262, ,1262,1262,1262,D364,2,2,3,14.12,28.66, ,56.29,88.99,138.15,129.84,-.07,-.14,.02,1
1262020C,1262,1262, ,1262,1262, , ,2,1,2,31.59,42.33, ,79.04,120.85, , ,-.61,-.59, ,1
1262022C,1262,1262, , , , , ,2,1,1, ,58.99, , , , , , , , ,1
1262024C,1262,1262, , , , , ,2,2,3,16.06,24.3, , , , , , , , ,1
1264001C,1264, , , ,1264, , ,1,1,3,12.67, , , ,82.09, , , , , ,1
1264002C,1264,1264, ,1264,1264,9995, ,1,1,5,20.31,26.16, ,60.02,79.14, , ,.12,-.86,-1.17,1
1264003C,1264,1264, ,1264,1264,1264,E507,1,2,5,20.09,29.32, ,56.3,89.09,123.12,144.22,-.45,-.54,-.68,1
1264004C,1264,4274, , , , , ,1,1,5,11.3, , , , , , , , , ,1
1264005C,1264,1264, ,1264,1264,1264,D365,1,2,5,42.54,58.86, ,90.08,136.84,169.52,170.04,-.82,-1.15,-.99,1
1264006C,1264,1264, , , , , ,1,1,5,23.22,39.96, , , , , , , , ,1
1264007C,1264,1264, ,1264,1264,1264, ,1,2,5,16.23,27.99, ,53.03,89.56,113.79, ,-.18,.03,.36,1
1264008C,1264,1264, ,1264,1264,9995,D532,1,2,5,19.09,41.79, ,63.19,88.94, ,157.84,-.04,-.04,.16,1
1264009C,1264,1264, ,1264,1264, , ,1,1,5,13.47,28.02, ,60.45,63.97, , ,-.94,-.91, ,1
1264010C,1264, , , , , , ,1,2,5,23.55, , , , , , , , , ,1
1264011C,1264,1264, ,1264,1264, , ,1,1,6,15.88,28.93, ,61.18,89.01, , ,-.58,0, ,1
1264012C,1264,1264, ,1264,1264,1264, ,1,1,2,56.45,63.82, ,108.59,142.73,159.57, ,-.51,-.55, ,1
1264013C,1264, , , , , , ,1,2,1,27.03, , , , , , , , , ,1
1264014C,1264,1264, ,1264,1264,1264,E487,1,2,3,16.23,26.83, ,59.23,62.64,77.53,105.61,-1.08,-1.13,-1.15,1
1264015C,1264,1264, , , , , ,1,2,1,28.8,45.2, , , , , , , , ,1
1264016C,1264,1264, , , , , ,1,2,3,20.69,37.81, , , , , , , , ,1
1264017C,1264,1264, ,1264,1264,1264, ,1,1,3,28.52,48.31, ,77.11,103.23,146.62, , , ,.34,1
1264018C,1264, , , , , , ,1,2,8,27.68, , , , , , , , , ,1
1264019C,1264,1264, ,1264, , , ,1,1,3,25.54,41, ,57.44, , , , , , ,1
1264020C,1264,1264, , , , , ,1,2,1,27.31,45.45, , , , , , , , ,1
1264022C,1264,1264, , , , , ,1,1,2,16.7,16.73, , , , , , , , ,1
1264023C,1264,1264, , , , , ,1,2,2,23.56,34, , , , , , , , ,1
1264024C,1264,1264, , , , , ,1,1,4,13.6,22.67, , , , , , , , ,1
1265001C,1265,1265,1265,1265,1265, , ,1,1,5,31.76,53.23,56.25,71,117.05, , ,-.07,-.22, ,1
1265002C,1265,1265,1265,1265,1265,1265,D366,1,2,5,-1,28.32,39.65,52.19,89.6,129.35,143.28,-.82,-.75,-.64,1
1265003C,1265,1265,1265,1265,1265,1265, ,1,1,5, , ,67.28,114.94,157.18,166.92, ,-.69,-.9, ,1
1265004C,1265,1265,1265,1265,1265,1265,D366,1,2,5,-1,26.61,38.34,47.26,68.62,119.5,100.65,-.67,-.69,-.75,1
1265005C,1265,1265,1265,1265,1265, , ,1,2,5,19.6,29.59,33.63,49.94,77.31, , ,.4,-1.1, ,1
1265006C,1265,1265,1265,1265, , , ,1,1,5,29,44.86,61.68,85.78, , , ,-1.52, , ,1
1265007C,1265,1265,9498,9498, , , ,1,2,5,28.69,42.58, , , , , ,-.77, , ,1
1265008C,1265,1265,1265,1265, , , ,1,1,3,25.64,40.48,43.43,63.06, , , ,-.06, , ,1
1265009C,1265,1265,1265,1265,8434,8434,E039,1,1,3,25.17,42.31,48.03,53.98,127.68,153.7,152.72,.05,-.04,.09,1
1265010C,1265,1265,1265,1265,1265,1265,E039,1,2,8,24.58,35.28,37.44,60.49,65.73,79.15,106.92,-.3, ,-.64,1
1265011C,1265,1265,1265,1265,1265,1265,D367,1,1,3,19.51,26.47,32.75,48.17,85.27,115.15,129.03,-.13,.35,.06,1
1265012C,1265,1265,1265,1265,1265,A372,D368,1,1,1,29.01,50.5,46.49,52.48,101.67,117.13, ,.06,.15,.21,1
1265013C,1265, , , , , , ,1,2,1,18.39, , , , , , , , , ,1
1265014C,1265,1265,1265,1265,1265,1265,D368,1,2,1,29,40.53,59.09,72.56,129.61,151.91,151.22,.73,-.01,.7,1
1265015C,1265,1265,5281,6325,9997,9997,D369,1,2,1,22.32,33.19,43.41,50.25, , ,133.64,.15,.08,.17,1
1265016C,1265,1265,1265,1265,1265,1265,D370,1,1,2,37.56,49.81,62.55,73.03,135.89,152.26,158.01,.2,.2,.04,1
1265017C,1265,1265,1265,1265, , , ,1,2,2,32.31,44.45,43.92,100.21, , , , , , ,1
1265018C,1265, ,9998,9498,7766, , ,1,1,3, , , , ,89.66, , ,-.07,-.14, ,1
1265019C,1265,1265,9998,5753,8105, , ,1,1,3,28.35,52.14, ,75.07,108.4, , ,-.33,-.04, ,1
1265020C,1265,4272,4272,9995,7755, , ,1,2,1,23.73, ,43.06, ,106.33, , ,.92,.36, ,1
1265021C,1265,1265,1265,9498,9997, , ,1,1,2,23.91,45.78,51.8, , , , ,.21,.16, ,1
1265022C,1265,1265,1265,1265,1265,1265,D366,1,2,3,25.22,41.83,38.63,68.01,110.15,125.25,132.69,.05,-.22,-.13,1
1265023C,1265,4273,9998,4273,4273,A373,D371,1,1,3,17.18, , ,68.88,98.74,151.77,149.07, ,-.91,-1.4,1
1265024C,1265,1265,1265,1265,7767,7767,C428,1,1,2,19.07,30.74,43.4,55.85,98.56,105.94,138.58,-.19,.08,-.19,1
1265025C,1265,1265,1265,1265,1265,1265,D366,1,2,5,-1,28.12,44.68,57.01,101.7,122.99,161.35,-.82,-.75,-.64,1
1265026C,1265,1265,1265,1265,1265,1265,D367,1,2,3,20.45,39.04,47.53,64.9,137.03,129.39,151.06,-.13,.35,.06,1
1267001C,1267,1267, ,1267,1267,5198,D533,1,1,5,-9,14.44, , , , , ,.31, ,.04,1
1267002C,1267, , , , , , ,1,1,8,25.48, , , , , , , , , ,1
1267003C,1267,1267, ,1267,1267, , ,1,1,5,28.15,30.2, ,59.24,88.63, , ,-.24,-.22, ,1
1267004C,1267,1267, ,1267,1267, , ,1,1,8,16.45,36.39, ,58.05,103.03, , ,-.73,-.72, ,1
1267005C,1267,1267, ,1267,1267,A374,E569,1,1,5,17.28,28.73, ,42.48,86.58,130.88,145.14,.11,.06,.15,1
1267006C,1267,1267, ,1267, , , ,1,1,5,23.3,27.6, ,49.78, , , ,-.42, , ,1
1267008C,1267,1267, , , , , ,1,2,1,27.89,38.92, , , , , , , , ,1
1267009C,1267,1267, ,1267, , , ,1,2,1,47.28,53.56, ,82.89, , , ,.4, , ,1
1267010C,1267, , , , , , ,1,1,1,29.58, , , , , , , , , ,1
1267011C,1267, , , , , , ,1,2,2,23.18, , , , , , , , , ,1
1267012C,1267,1267, ,1267, , , ,1,2,8,27.5,39.83, ,56.71, , , ,.46, , ,1
1267013C,1267,1267, , ,1267,1267, ,1,1,3,27.16,36.85, , ,91.05,116.14, , , ,-.06,1
1267014C,1267,1267, , , , , ,1,1,3,18.41,22.93, , , , , , , , ,1
1267015C,1267,1267, ,1267,1267,1267,E351,1,1,3,20.07,25.79, ,57.64,71.73,94.73,116.78,.63,.38,1.41,1
1267016C,1267,1267, ,1267, , , ,1,2,1,15.16,22.5, ,55.51, , , ,-.01, , ,1
1267017C,1267,1267, ,1267,1267,7770,D372,1,1,1,22.17,20.4, ,24.84,44.33,58.98,71.45,-.19,.15,.24,1
1267018C,1267,1267, , , , , ,1,2,8,32.11,49.53, , , , , , , , ,1
1267019C,1267,1267, ,1267,1267, , ,1,1,2,27.85,37.36, ,49.41,91.12, , , ,-.11, ,1
1267020C,1267,1267, , , , , ,1,2,1,25.79,31.97, , , , , , , , ,1
1267021C,1267,1267, ,1267, , , ,1,1,1,27.13,35.8, ,58.84, , , ,.68, , ,1
1267022C,1267, , , , , , ,1,1,1,15.75, , , , , , , , , ,1
1267023C,1267,1267, ,1267,1267,1267,E253,1,2,1, , , ,78.02,117.86,159.7,162.71,.24,-.01,0,1
1267024C,1267,1267, ,1267,1267,1267, ,1,2,3,15.21,24.45, ,36.16,55.44,79.45, ,-.08,.11,.19,1
1268001C,1268,1268, ,1268,1268,1268, ,1,2,5,25,30.42, ,53.98,67.23,99.1, , ,-.84,-1.07,1
1268002C,1268,1268, ,6431,8106, , ,1,1,8,17.73,17.99, ,31.67,45.11, , ,-.17,-.32, ,1
1268003C,1268,1268, ,1268,1268,1268,D374,1,2,8,16.64,17.95, ,40.41,60.57,71.62,96.46,.16,-.09,.04,1
1268004C,1268,1268, ,1268,1268,1268, ,1,2,5,32.46,50.81, ,77.83,122.6,147.81, , ,-.72,-.64,1
1268005C,1268,1268, ,1268,8107, , ,1,2,5,21.87,26.6, ,54.96,78.78, , , , , ,1
1268006C,1268,9498, ,9498,1268, , ,1,2,5, , , ,57.38,83.41, , ,-.13,.11, ,1
1268007C,1268,1268, ,6432,8442,8442,D532,1,1,5,40.15,54.96, ,94.82,121.82,147.16,162.53,.72,.67,.72,1
1268008C,1268,1268, ,1268,1268,1268,D373,1,2,4, ,52.46, ,69.76,87.06,97.92,151.71,-.27,-.33,-.32,1
1268009C,1268,1268, , ,9995,9995,D374,1,2,5,24.96,30.94, , , , ,145.31, ,-.05,-.04,1
1268010C,1268,1268, ,1268,1268,A451,D374,1,1,1,23.77,35.56, ,55.21,89.55,128.39,146.1,.4,.44,.49,1
1268011C,1268,1268, ,1268,1268,9995,D375,1,2,3,19.25,29.81, ,62.43,93.04, ,119.02,.65,.51,.73,1
1268012C,1268,1268, , ,8108, , ,1,1,3,19.34,38.72, , ,97.71, , , ,.48, ,1
1268014C,1268,1268, ,1268,1268,1268,D374,1,1,3,19.33,23.28, ,55.85,67,94.6,130.84,1.14,1.02,.99,1
1268015C,1268,1268, ,1268,1268,1268,D374,1,2,3,19.97,25.01, ,56.73,88.9,124,157.98,-.84,-.85,-.65,1
1268016C,1268,1268, ,1268,1268,1268,D863,1,1,3,24.14,50.07, ,73.1,112.47,131.36,154.92,-.78,-.31,-.11,1
1268017C,1268,1268, ,6303, , , ,1,2,3,12.55,15.52, ,20.99, , , , , , ,1
1268019C,1268,1268, ,1268,1268, , ,1,1,4,21.35,30.83, ,60.75,69.95, , ,-.37,-.33, ,1
1268020C,1268,1268, ,1268,1268,1268, ,1,1,4,12.6,31.77, ,46.25,54.84,79.39, ,-.58,-.56,-.68,1
1268021C,1268,1268, ,1268, , , ,1,1,4,14.54,24.55, ,56.15, , , , , , ,1
1268022C,1268,1268, ,1268,1268,1268,D374,1,2,3,18.35,29.94, ,58.03,99.83,129.6,150.08,-.38,-.31,-.43,1
1268023C,1268,1268, ,1268, , , ,1,2,3,27.56,60.15, ,91.26, , , ,-.41, , ,1
1268024C,1268,1268, ,1268,7965, , ,1,1,3,25.02,33.5, ,65.25,82.04, , ,-.78,-.76, ,1
1268025C,1268,1268, ,6303, , , ,1,2,3,11.84,13.35, ,33.37, , , , , , ,1
1268040C, , , , ,1268, , , ,1,4, , , , ,128.36, , , ,.22, , 
1268042C, , , , ,1268,1268, , ,1,6, , , , ,73.5,113.73, , ,.29,.88, 
1269001C,1269,1269,1269,1269,1269,1269,E730,1,1,5,19.83,29.53,32.35,44.06,70.33,89.69,120.8,.39,.73,.63, 
1269002C,1269,4275,9998,6303, , , ,1,2,5,20.3,36.35, ,63.74, , , , , , , 
1269003C,1269,1269,1269,1269,1269,1269, ,1,2,5,27.11,44.01,44.04,62.4,104.66,154.73, ,.15,.46,.26, 
1269006C,1269,1269,1269,1269, , , ,1,1,5,-1,32,29.03,51.78, , , ,.4, , , 
1269007C,1269,1269,1269,1269,8249,8249,E254,1,1,3,18.88,34.1,32.34,41.6,81.29,120,139.91,.46,.42,.39, 
1269008C,1269,1269,1269,1269,1269,1269,D372,1,2,5,42.85,40.01,49.72,66.47,89.05,131.23,144.75,-.17,-.21, , 
1269009C,1269,1269,1269,1269,8109, , ,1,2,8,41.92,64.78,75.05,88.53,146.69, , ,.47,.19, , 
1269010C,1269,1269,5282,5282,5282, , ,1,2,5,26.49,49.01, ,58.51,73.13, , ,.54, , , 
1269011C,1269,1269,1269,1269,1269,1269, ,1,1,4,34.69,49.18,56.99,60.45,115.49,133.83, ,-.51,-.44, , 
1269012C,1269,1269,1269,1269,5282, , ,1,2,5,20.92,45.24,42.47,51.87,103.96, , ,-.05,.15, , 
1269013C,1269,1269,1269,1269,1269,1269,9991,1,2,5,25.26,48.65,42.45,63.31,116.51,141.11, ,-.17,.01,-.09, 
1269014C,1269,1269,1269,1269,1269, , ,1,2,5,28.79,36.48,50.72,64.71,115.96, , ,-.3, , , 
1269015C,1269,1269,1269,1269,1269, , ,1,2,4,32.89,56.48,63.45,64.19,105.9, , ,-.55, , , 
1269016C,1269,1269,1269,1269,1269,1269,D372,1,1,4,24.66,32.47,41.72,47.59,104.19,144.15,155.57, ,-.2,-.22, 
1269017C,1269,1269,1269,1269,1269,1269,D372,1,1,5,26.09,35.57,54.81,63.07,103.06,129,140.4,-.2,-.29,-.14, 
1269018C,1269,1269,1269,1269,1269,1269,D372,1,1,1,28.35,37.6,45.84,59.01,114.26,127.63,138.8,-.45,.04,.01, 
1269019C,1269,1269,1269,1269,1269,1269,E084,1,1,2,26.03,34.35,55.66,57.34,97.49,130.48,153.69,.57,.53,.68, 
1269020C,1269,1269,1269,1269,7769,7769, ,1,1,3,20.95,44.97,30.6,61.84,89.44,94.7, ,-1.04,-.92,-.94, 
1269021C,1269,1269,1269,1269,1269, , ,1,2,2,21.37,33.26,31.66, ,98.24, , ,.64,1.23, , 
1269022C,1269, , , , , , ,1,2,2,20.65, , , , , , , , , , 
1269023C,1269,1269,1269,1269,7770, , ,1,1,3,28.77,37.76,38.13,45.02,76.9, , ,.44, , , 
1269024C,1269,1269,1269,9498,1269, , ,1,2,3,20.21,28.1,32.22, ,87.03, , ,-.85,-.5, , 
1270001C,1270,1270, ,1270, , , ,2,1,6,19.67,23.8, ,41.17, , , , , , ,2
1270002C,1270,1270, ,1270,1270,1270,1270,2,1,6,20.4,30.18, ,52.42,91.69,129.09,152.14,-.43,-.29,-.25,2
1270003C,1270,1270, , , , , ,2,2,1,17.64,29.35, , , , , , , , ,2
1270004C,1270,1270, ,1270, , , ,2,2,1,20.58,29.64, ,52.65, , , , , , ,2
1270005C,1270,1270, ,1270, , , ,2,2,1,24.66,31.15, ,54.27, , , ,1.04, , ,2
1271001C,1271,1271,1271,1271,1271,1271,C534,3,2,5,-1,-1,-1,-1,71.62,101.04,127.62,-.68,-.66,-.72,1
1271002C,1271,1271,1271,1271,1271,1271,C534,3,1,6,-1,-1,-1, ,69.05,103.39,123.91,.09,-.22,-.21,1
1271003C,1271,1271,1271,1271,1271,1271,C534,3,1,6,27.11,37.08,44.43,81.96,100.2,120.14,151.46,-.55,-.61,-.49,1
1271004C,1271,1271,1271,1271,1271, , ,3,2,3,20.91,32.89,40.58,74.84,102.81, , ,-.73,-.94, ,1
1271005C,1271,1271,1271,1271,1271,1271,C534,3,2,4,-1,-1,-1,-1,50.53,92.38,96.66,-.76,-.71,-.73,1
1271006C,1271,1271,1271,1271,1271,1271,C534,3,2,6,25.37,39.18,44.07,79.54,118.28,148.98,154.58,-.57,-.52,-.54,1
1271007C,1271,1271,1271,1271,1271,1271,C534,3,2,6,33.82,43.7,49.97,70.64,100.31,121.77,140.17,-.11,.03,.07,1
1271008C,1271,1271,1271,1271,1271,1271, ,3,1,6,19.34,29.59,35.63,65.85,95.79,125.37, ,-.73,-.5,-.17,1
1271009C,1271,1271, , , , , ,3,2,6, , , , , , , , , , ,1
1271010C,1271,1271,1271,1271,1271,1271,C535,3,1,6,13.08,25.21,27.77,39.95,70.67,87.78,100.5,-.28,-.48,-.34,1
1271011C,1271,1271,1272,1272,1272,1272,C534,3,1,6,20.15,27.65,51.03,47.31,93.23,126.97,140.48,-.26,-.02,-.3,1
1271012C,1271,1271,1271,1271,1272, , ,3,1,6,13.74,18.54,29.09,59.59,79.7, , ,-.16,.29, ,1
1271013C,1271,1271,1271,1271, , , ,3,1,6,20.68,30.21,43.49, , , , , , , ,1
1271015C,1271,1271,1271,1271,1271,1271,C534,3,1,6,-1,24.24,25.15,39.67,50.97,78.74,126.92, ,-.47,-.53,1
1271016C,1271,1271,1271,1271,1271,1271,C638,3,2,6,21.68,25.8,44.02,53.69,69.13,83.64,99.73,-.13,-.67,-.76,1
1271017C,1271,1271, , , , , ,3,1,6, , , , , , , , , , ,1
1271018C,1271,1271,1271,1271,1271,1271, ,3,2,4,25.14,41.44,44.21,54.34,88.07,118.71, ,-.45,-.62,-.75,1
1271019C,1271,1271,9997,9997, , , ,3,2,5,-1,-1, , , , , ,.72, , ,1
1271020C,1271,1271,1271,1271,9997,9997,D300,3,1,5,30.48,42.29,43.27,61.39, , ,150.48,.5,-.01,.04,1
1271022C,1271,1271,1271,1271,1271,1271,C534,3,2,4,15.57,25.28,26.5,41.19,73.69,105.22,123.65,-.32,-.31,-.33,1
1271023C,1271, ,1271,9499, , , ,3,2,6,-1, ,-1, , , , ,-.14, , ,1
1271024C,1271,1271,1271,1271,1271,1274,C638,3,2,6,12.75,20.46,25.06,45.56,61.44,95.81,121.58,-1.06,-1.12,-.93,1
1271025C,1271,1271,1271,1271,1271,1271, ,3,2,4,23.81,38.48,34.5,57.88,103.96,118.22, ,-.45,-.62,-.75,1
1271040C, , , ,1271, , , , ,1,6, , , ,-1, , , , , , , 
1272001C,1272,1272, ,1272,1272,1272,C534,3,1,6,23.7,44.09, ,58.04,113.29,138.25,154.4,-.05,-.01,-.11, 
1272002C,1272,1272, ,1272,1272,1272,C534,3,2,6,17.31,24.93, ,48.61,63.85,81.7,110.51,-.18,-.25,.33, 
1272003C,1272,1272, ,1272,1272,1272, ,3,2,8,19.28,36.97, ,56.64,96.7,131.7, , , , , 
1272004C,1272,1272, ,1272,1272,1272, ,3,1,6,25.34,37.2, ,55.75,89.77,120.17, ,-.37,-.4, , 
1272005C,1272,1272, , , , , ,3,1,6, , , , , , , , , , , 
1272006C,1272,1272, ,1272,1272,1272,C534,3,2,4,24.59,27.61, ,64.91,120.74,152.51,170.32,-.01,-.15,-.14, 
1272007C,1272,1272, ,1272,1272,1272, ,3,1,6,-1,21.56, ,36.13,62.92,99.67, ,-1.09,-.87,-.5, 
1272008C,1272,1272, ,1272, , , ,3,1,6,20.59,25.77, ,51.33, , , ,-1.38, , , 
1272009C,1272,1272, ,1272,1271, , ,3,2,6,17.42,25.79, ,58.76,77.57, , , ,-.53, , 
1272010C,1272,1272, ,1272,1272,1272,C535,3,1,6,24.54,25.54, ,53.82,65.73,92.41,67.75,-.15,-.82,-.84, 
1272011C,1272,1272, ,1272,1272,1272,C534,3,1,6,12.58,21.62, ,32.53,66.87,93.58,120.19,-.75,-.52,-.47, 
1272012C,1272,1272, ,1272,1272,1272,C534,3,2,6,19.75,26.98, ,58.07,99.33,132.85,148.14,-.6,-.48,-.46, 
1272014C,1272, , , , , , ,3,1,5,38.14, , , , , , , , , , 
1272015C,1272,1272, ,1272,1272,1272,C534,3,2,6,-1,-1, ,34.13,72.27,111.23,134.39,-.54,-.46,-.2, 
1272016C,1272,1272, ,1272,1272,1272,C534,3,2,6,18.58,28.47, ,40.29,70.26,105.54,133.12,-.51,-.06,.06, 
1272017C,1272,1272, ,1272,1272,A490,C538,3,1,5,27.86,33.15, ,46.54,120.23,151.57,160.18,.88,.15,.12, 
1272018C,1272,1272, ,1272,1272,1272, ,3,2,6,-1,18.39, ,30.55,62.33,103.1, ,-.77,-1.1,-.74, 
1272019C,1272,1272, ,1272,1272,1272,C534,3,2,4,13.09,26.7, ,45.92,60.78,99.56,111.12, ,-.4,-.52, 
1272020C,1272,1272, ,1272, , , ,3,1,6,15.85,17.71, ,32.38, , , ,-.55, , , 
1272021C,1272,1272, , ,1272,1272,C534,3,1,6,-1,-1, , ,60.67,104.28,91.56, ,-.39,-1.23, 
1272022C,1272,1272, ,1272,1272,1272,C534,3,2,6,16.49,22.25, ,30.82,74.49,86.18,140.48,-.14,-.21,-.32, 
1272023C,1272,1272, , , , , ,3,2,6,16.58,17.24, , , , , , , , , 
1272024C,1272,1272, ,1272,1272,1272,C534,3,1,8,19.09,27.47, ,55.81,107.14,137.85,144.13, ,-.36,-.77, 
1273001C,1273,1273, , , , , ,3,1,6, , , , , , , , , , ,1
1273002C,1273,1273,1273,1273,1273,1273,D376,3,2,6,31.04,46.27,59.19,68.94,115.68,150.98,156.81,-.62,-.89,-.9,1
1273003C,1273,1273,1273,1273,1273,4212,D376,3,2,6,23.37,39.15,55.09,63.36,100.83,156.06,157.4,-.77,-.85,-1.36,1
1273004C,1273,1273,1273,1273,1273,1273,E110,3,1,1,30.05,53.06,66.78,65.98,119.29,155.93,168.67,.55,.4,.3,1
1273005C,1273, , , , , , ,3,1,6,15.62, , , , , , , , , ,1
1273006C,1273,1273,1273,1273,9997,9997,E352,3,1,6,30.29,43.93,68.04,65.66, , ,165.98,-.01,-.66,.24,1
1273007C,1273,1273,1273,1273,1273,1273,D376,3,1,6,19.03,20.69,23.69,34.6,52.82,66.94,92.61,-.06,-.13,-.15,1
1273008C,1273,1273,1273,1273,4212, , ,3,2,6,24.83,31.5,37.69,38.68,83.49, , ,.07,-.18, ,1
1273009C,1273,1273,1273,1273,1273,1273,E740,3,1,6,18.36,26.24,32.96,38.93,77.1,105.27,99.68,-.65,-.08,.21,1
1273010C,1273,1273,1273,1273,4212, , ,3,2,6,30.12,47.45,50.22,54.41,104.2, , ,-.85,-.62, ,1
1273011C,1273,1273,1273,1273,1273, , ,3,2,6,23.36,38.11,33.22,48.48,102.28, , , ,-1.45, ,1
1273012C,1273,1273,1273,1273,1273, , ,3,1,6,19.35,25.01,31.04,46.13,89.82, , ,-.68,-.52, ,1
1273013C,1273,1273,1273,1273,1273,1273, ,3,2,6,25.11,30.24,36.33,52.45,96.79,130.34, ,-.78,-.76,-.86,1
1273014C,1273,1273,1273,1273,1273,1273,D376,3,1,6,25.92,30.22,53.37,71.16,112.07,125.46,154.1,-.88,-.9,-.92,1
1273015C,1273,4212,4212,4212,4212,4212,C535,3,1,6,21.45,29.15,36.1,52.09,104.06,130.57,141.94,-.3,-.4,-.42,1
1273016C,1273,4212,9998,4212,4212,A336,D376,3,2,8,23.85,32.83, ,70.59,88.92, ,163.76, ,.09,-.5,1
1273017C,1273,1273,1273,1273,1273,1273,D376,3,1,5,27.24,32.41,34.93,47.1,113.04,138.76,165.26,.4,.21,.52,1
1273018C,1273,1273,1273,1273,1273,1273,E110,3,2,3,20.91,27.82,29.2,34.13,69.41,99.7,144.87,-.04,-.09,-.33,1
1273019C,1273,1273,1273,1273,5520, , ,3,2,8,19.5,36.13,35.96,38.21,57.33, , ,.44,.01, ,1
1273020C,1273,1273,1273,1273,1273,9997,D790,3,2,6,24.37,24.87,41.08,49.44,88.01, ,144.85,2.17,2.33,.95,1
1273021C,1273,1273,1273,1273,4212,4212, ,3,2,8,24.97,35.37,44.28,52.51,78.74,140.99, ,.58,1.18,.9,1
1273022C,1273,4212,4212,6187,4212, , ,3,2,6, ,20.44,28.96,32.86, , , ,-.19,-.68, ,1
1273023C,1273,1273, , , , , ,3,2,8,13.66,21.6, , , , , , , , ,1
1273024C,1273,1273,1273,1273,1273,1273,E110,3,1,1,25.88,29.98,38.81,49.13,124.2,134.95,140.03,.41,.35,.61,1
1274001C,1274,1274,1274,1274,1274,1274, ,3,2,6,34.15,48.23,54.3,75.67,135.12,145.96, ,.42,.26,-.22,1
1274002C,1274,1274,1274,1274,1274,1274,C638,3,2,6,24.61,32.14,34.75,45.34,86.6,130.76,146.72,-1.03,-.73,-.89,1
1274003C,1274,1274,1274,9995,8584, , ,3,2,8,19.8,37.94,51.41, ,119.67, , ,-.39, , ,1
1274004C,1274,1274,1274,1274,1274,1274, ,3,1,6,25.54,30.32,47.62,63.29,129.89,151.25, ,-.68,-.71,-.67,1
1274005C,1274,1274,1274,1274,1274,1274,C638,3,1,6,15.22,19.5,29.24,44.62,71.06,84.6,71.65,-.37,-.62,-.71,1
1274006C,1274,1274,1274,1274, , , ,3,1,6,21.81,33.69,39.7,70.99, , , , , , ,1
1274007C,1274,1274,1274,1274,1274,1274,C638,3,1,4,25.61,38.97,41.37,63.82,118.02,140.14,168.46,-.38,-.23,-.54,1
1274008C,1274,1274,1274,1274,1274,1274,C638,3,1,6,16.95,32.36,44.01,60.59,103.31,125.54,145.88,-.58,-.58,-.66,1
1274009C,1274,1274,1274,1274,1274,9995, ,3,1,8,13.21,30.97,44.78,54.25,104.4, , ,-.57,.19,-.08,1
1274010C,1274,1274,1274,1274,1274,1274,C638,3,1,5,19.38,34.07,43.19,77.31,89.5,120.64,129.81,-.4,-.01,-.22,1
1274011C,1274,1274,1274,1274,1274,1274,C638,3,1,6,16.82,32.32,42.12,56.6,103.1,127.85,148.09,-.64,-.11,-.6,1
1274012C,1274,1274,1274,1274,1271,1271, ,3,1,6,11.92,16.44,20.44,23.05,46.23,57.8, ,-.79,-.59,-.48,1
1274013C,1274,1274, , ,1274,1274,C638,3,1,6,-1,-1, , ,131.72,150.79,163.51, , , ,1
1274014C,1274,1274,1274,9997, , , ,3,1,6,26.17,33.52,41.77, , , , ,-.54, , ,1
1274015C,1274,4211,9998,4211,4211, , ,3,1,6,25.2,39.02, ,55.62,125.89, , ,-.62,-.56, ,1
1274016C,1274,1274,1274,1274,1274,1274,C638,3,2,6,20.98,26.39,35.08,53.76,88.94,109.04,140.39, ,-.38,-.58,1
1274017C,1274,1274,1274,1274, , , ,3,1,6,21.97,29.53,28.43,41.42, , , ,.33, , ,1
1274018C,1274,1274,1274,1274,1274,1274, ,3,1,1,17.26,24.82,36.23,59.65,113.37,146.56, ,-.01,-.12,-.21,1
1274019C,1274,1274,1274,1274,9995, , ,3,1,1,19.86,30.51,59.45,58.02, , , ,-.78,-.39, ,1
