CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
1274020C,1274,1274,1274,1274,9997, , ,3,1,8,24.57,36.67,40.11,55.45, , , ,-.16,.18, ,1
1274021C,1274,1274,1274,1274,1274,1274,C638,3,2,3,21,26.75,41.9,52.75,83.6,105.4,133.29,.36,.25,.19,1
1274022C,1274,1274,1274,1274,1274,1274,C638,3,2,8,26.69,33.23,44.74,51.12,104.01,135.12,164.95,-.3,.44,.28,1
1274023C,1274,1274, , , , , ,3,2,8, , , , , , , , , , ,1
1274024C,1274,1274,1274,1274,1274,1274, ,3,2,6,-1,17.12,21.96,29.94,59.85,66.66, ,.08,.07,-.2,1
1275001C,1275,1275,1275,1275,1275,1275, ,3,1,8,23.75,39.61,35.16,59.98,80.03,119.57, ,-.65,.74,.33,1
1275002C,1275,1276,1276,1276, , , ,3,1,6,-1,17.61,23.41,36.16, , , ,-.71, , ,1
1275003C,1275,1275,1275,1275,1275,1275, ,3,2,8,17.25,32.27,35.99,58.83,95.19,132.42, , , , ,1
1275004C,1275,1275,1275,1275,1275,1275,E042,3,2,1,25.5,39.23,41.43,53.15,103.37,127.04,136.05,-.49,-.23,-.18,1
1275005C,1275,1275,1280,1280,9997,9997,C543,3,1,6,19.52,24.72,33.4,43.33, , ,122.25,-.7,-.78,-.7,1
1275006C,1275,1275,1275,1275,1276, , ,3,1,6,23.22,29.26,46.48,46.95,119.58, , ,-.11, , ,1
1275007C,1275,1275,1275,1275,1275,1275,E042,3,2,7,28.71,41.07,45.7,55.05,104.19,126.18,147.28,-.2,-.39,-.62,1
1275008C,1275,1275,1275,1275,1275,1275, ,3,1,6,19.35,28.73,30.02,38.41,54.69,63.43, ,-.32,-.41,-.57,1
1275009C,1275,1275,1275,1275,1275,1275, ,3,1,6,25.54,42.57,40.35,65.43,98.46,114.44, ,-.09,-.06,-.23,1
1275010C,1275,1275,1275,1275,1275,1275,C543,3,2,6,23.84,33.87,34.69,54.68,127.65,145.28,165.92,-.54,-.62,-.93,1
1275011C,1275,1275,1275,1275,1275,1275, ,3,2,1,20.84,41.27,33.38,58.24,101.88,118.82, ,-.11,.08,.52,1
1275012C,1275,1275,1275,1275,1275,1275, ,3,1,6,16.48,26.5,29.69,48.72,104.9,123.71, ,-.24,-.42, ,1
1275013C,1275,1275,1275,1275,1276, , ,3,1,6,19.18,25.92,31.08,54.05,82.8, , ,-1.56,-.33, ,1
1275014C,1275,1275,1275,1275,1275,1275, ,3,2,1,21.65,31.39,37.72,63.39,116.23,131.72, ,-.58,-.53,-.17,1
1275015C,1275,1275,1275,1275,1275,1275,D227,3,2,6,25.68,41.9,45.11,58.6,107.44,149.05,155.81,-.5,-.29,-.01,1
1275016C,1275,1275,1275,1275,1275,1275, ,3,1,6,26.68,37.67,42.6,62.15,104.32,137.76, ,-.89,-.9,-.85,1
1275017C,1275,1275,1275,1275,1275,1275,C543,3,2,1,23.09,23.39,27.6,44.48,60.88,79.66,118.92,-.27,-.09,-.12,1
1275018C,1275, ,9998,9997,9997,9997,C647,3,2,6,27.66, , , , , ,162.61,-.74,-.87,-.77,1
1275019C,1275,1275,1275,1275,1275,1275,C543,3,2,4,20.1,24.89,32.71,48.33,73.94,103.89,124.15,-.59,-.65,-.83,1
1275020C,1275,1275,1275,1279,1279, , ,3,1,8,13.59,16.99,16.83,21.64,46.74, , ,-.56,-.35, ,1
1275021C,1275,1275,1275,1275, , , ,3,1,1,13.78,22.21,24.96, , , , , , , ,1
1275022C,1275,1275,1275,1275, , , ,3,2,1,18.88,20.53,32.25,46, , , ,-.06, , ,1
1275023C,1275,1275,1275,1275,1275, , ,3,1,1,27.39,43.23,47.04,64.53,142.2, , ,.47,.48, ,1
1275024C,1275,1275,1275,1275,9997, , ,3,2,1,21.9,29.98,49.38,61.97, , , ,-.32,.06, ,1
1276001C,1276,1276,1276,1276,1276,1276,C543,3,2,8,24.05,37.26,53.92,77.95,96.14,123.23,134.13,-1.29,-1.16,-.93,1
1276002C,1276,1276,1276,1276,1276,1276,C543,3,1,8,15.93,22.08,27.69,44.11,71.55,111.68,117.54,-.52,-.54,-.45,1
1276003C,1276,1276,1276,1276,1276,1276,C543,3,1,6,24.78,34.76,30.45,51.67,71.9,107.31,92.98,-.22, , ,1
1276004C,1276,1276,1276,1276,1276,1276,C543,3,1,6,-1,26.78,29.86,51.38,104.41,126.9,140.34,-.56,-.59,-.5,1
1276005C,1276,1276,1276,1276,1271,1271,C534,3,1,6,-1,20.63,23.09,37.75,48.31,76.41,104.69,-.59,-.44,-.74,1
1276006C,1276,1276,1276,1276,1276,1276,C543,3,2,6,-1,35.34,35.35,53.01,75.87,113.05,115.23,-.28,-.39,-.68,1
1276007C,1276,1276,1276,1276,1276, , ,3,2,6,27.68,40.91,47.32,65.38,117.19, , ,-.42,-.2, ,1
1276008C,1276,1276,1276,1276,1280,1280,C535,3,1,6,25,35.64,37.9,56.83,92.15,133.29,141.74,-.2,-.21,-.45,1
1276009C,1276,1276,1276,1276, , , ,3,2,6,24.79,31.64,33.82,44.13, , , ,-.28, , ,1
1276010C,1276,1276,1276,1276,1276,1276,C543,3,1,5,25.13,30.32,30.57,37.94,77.33,112.39,120.34,-.61,-.47,-.64,1
1276011C,1276,1276,1276,1276,1276, , ,3,1,6,22.55,23.96,29.51,44.98,61.71, , ,-1.01, , ,1
1276012C,1276,1276,1276,1276,1279,1279,C535,3,1,6,17.8,26.7,46.46,57.91,103.36,127.29,152.79,-.84,.02, ,1
1276013C,1276,1276,1276,1276,1276,1276,C543,3,2,6,19.66,28.97,34.05,50.91,80.98,109.37,113.22,-.85,-.8,-.82,1
1276014C,1276,1276,1276,1276,1276,1276,C543,3,2,6,17.07,27.39,31.54,51.36,67.63,90.43,90.71,-.3,.06,.69,1
1276015C,1276,1276,1276,1276,1276,1276, ,3,1,6,24.08,34.32,41.79,65.94,95.76,116.39, ,-.63,-.48,-.55,1
1276016C,1276,1276,1276,1276,1276,1276,C543,3,1,6,18.53,24.58,32.06,53.6,65.49,104.88,115.35,-.54,-.27,-.29,1
1276017C,1276,1276,1276,1276,1276,1276,C543,3,1,6,31.28,31.58,37.28,48.81,104.77,120.18,149.08,-.42, , ,1
1276018C,1276,1276,1276,1276,1276,A830, ,3,1,5,32.13,50.54,62.87,88.8,114.08,157.79, ,-.09,-.26,-.21,1
1276019C,1276,1276,1276,1276,1276,1276,C534,3,2,3,26.98,30.5,42.38,60.46,113.26,118.24,147.64,-.93, ,-.55,1
1276020C,1276,1276,1276,1276,1276,1276,C543,3,2,6,24.43,30.48,34.4,55.39,89.05,118.55,129.82,-.25,-.11,-.41,1
1276021C,1276,1276,1276,4211,1274, , ,3,1,8,24.55,31.08,37.12,48.98,77.48, , ,0,-.66, ,1
1276022C,1276,1276,1276,1276,1276,1276, ,3,2,6,20.88,28.8,32.31,52.85,74.95,105.78, , , , ,1
1276023C,1276,1276,1274,9996,7773, , ,3,1,1,28.14,31.08,41.35, ,78.87, , ,-.91,-.37, ,1
1276024C,1276, , , , , , ,3,2,3,20.65, , , , , , , , , ,1
1277001C,1277,1277,1277,1277,1277,1277,C533,3,1,8,20.3,37.59,48.98,48.88,101.7,148.56,138.59,.46,.08,-.07,1
1277002C,1277,1277,1277,1277,1277,7258,E757,3,2,8,20.63,30.7,35.04,39.42,63.46,95.67,104.05,-.34,.53,.49,1
1277003C,1277,1277,1277,1277,1277,1277, ,3,2,8,25.83,29.27,33.88,55.77,92.6,108.04, ,-.62,-.38,-.07,1
1277004C,1277,1277,1277,1277,1277,1277,C533,3,2,6,20,28.88,29.4,45.12,60.61,101.47,116.22,-.04,.38,.36,1
1277005C,1277,1277,1277,1277,1277,1277, ,3,1,8,38.82,53.47,68.41,103.41,141.5,148.01, ,.04,.55,.67,1
1277006C,1277,1277,9998,1274,9997, , ,3,1,6,25.48,33.57, ,68.14, , , ,.19,-.18, ,1
1277007C,1277,1277,1277,1277,1277, , ,3,2,6,27.24,38.21,38.34,55.72,103.84, , ,-.6,-.38, ,1
1277008C,1277,1277,1277,1277,1277,1277,C533,3,2,5,28.34,41.31,54.39,54.17,107.22,130.42,138.56,1.01,.83,.88,1
1277009C,1277,1277,1277,1277,1277, , ,3,2,6,12.41,20.44,22.94,28.51,55.05, , ,-.66, , ,1
1277010C,1277,1277,1277,1277,1277,1277,C533,3,2,3,18.66,27.2,27.83,44.97,73.66,96.17,118.81,-.45,-.42,-.22,1
1277011C,1277,1277,1277,1277,1280, , ,3,1,6,13.12,32.88,39.13,48.89,83.74, , ,-1.01,-.85, ,1
1277012C,1277,1277,1277,1277,1277,1277, ,3,1,1,22.49,33.98,56.26,60.99,109.77,123.59, ,-.33,-.39,-.2,1
1277013C,1277,1277,1277,1277,7258,1278,C533,3,1,3,26.41,27.06,40.45,52.93,95.38,132.62,141.67,-.34, ,-.11,1
1277014C,1277,1277,1277,1277,1277,1277, ,3,1,6,19.2,33.14,28.71,38.51,78.02,104.06, , , , ,1
1277015C,1277,1277,1277,1277,1277, , ,3,2,6,22.32,28.35,27.31,47.8,70.85, , ,-.6,-.39, ,1
1277016C,1277,1277,1277,1277,1277,1277,C533,3,2,6,13.35,19.29,25.19,33.73,54.12,69.31,84.34,-.88,-.65,-.82,1
1277017C,1277,1277,1277,1277,1277,1277,C533,3,2,6,24.14,26.88,32.65,38.12,58.46,79.88,102.72,-.06,-.53,-.35,1
1277018C,1277,1277,1277,1277,1277,1277, ,3,2,5,25.05,30.38,40.78,43.66,91.07,105.27, ,-.46,-.19,-.22,1
1277019C,1277,1277,1277,1277,1271, , ,3,2,6,16.98,32.77,30.49,47.7,61.38, , ,-.24,-.2, ,1
1277020C,1277,1277, , , , , ,3,2,1, ,37.78, , , , , , , , ,1
1277021C,1277,1277,1277,1277,1277,1277,C533,3,2,4,-1,-1,-1,-1,54.23,53.69,66.17,-.61,-.71,-.62,1
1277022C,1277,1277,1277,1277,1277,1277,C533,3,1,8,21.85,30.04,38.14,41.15,73.06,96.95,124.67,-.24,.01,-.01,1
1277023C,1277,1277,1277,1277,9997, ,E541,3,1,1,17.77,39.56,26.44,60.45, , ,166.05,.26,-.29, ,1
1277024C,1277,1277,1277,1277,1271,1271,C534,3,1,6,-1,27.07,28.92,45.96,77.67,109.23,138.67,-.35,-.55,-.57,1
1279001C,1279,1279, ,1279,1279,1279,C535,3,2,3,32.17,44.22, ,54.71,114.94,148.94,167.17,-.57,-.09,0,1
1279002C,1279,1279, ,1279,1279,1279, ,3,2,4,15.34,22.92, ,40.68,77.49,91.35, ,-.23,-.64,-.48,1
1279003C,1279,1279, ,1279,1279,1279,D086,3,2,8,25.83,32.68, ,56.95,88.05,122.21,140.88,.02,.07,.04,1
1279004C,1279,1279, , , , , ,3,1,5,13.39,23.34, , , , , , , , ,1
1279005C,1279,1279, ,1279, , , ,3,1,5,27.24,34.56, ,71.37, , , ,-.25, , ,1
1279006C,1279,1279, ,1279,1279,1279,C535,3,1,5,29.59,42.18, ,73.53,102.88,121.37,135.62,-.13,-.04,-.03,1
1279007C,1279,1279, ,1279,1279,1279, ,3,1,3,33.24,35.52, ,55.02,70.32,113.37, ,-.22,-.43,-.45,1
1279008C,1279,1279, ,1279,1279,1279,C535,3,1,6,21.31,36.17, ,73.76,105.93,139.41,154.74,-.41,-.52,-.53,1
1279009C,1279,1279, ,1279, , , ,3,1,6,15.52,22.46, ,31.14, , , ,-.9, , ,1
1279010C,1279,1279, ,1279,1279,1279,9995,3,2,6,27.51,41.27, ,66.61,104.88,127.31, ,-.12,-.81,-.44,1
1279011C,1279,1279, ,1279,1279,1279,C535,3,1,6,26.05,40.31, ,51.54,117.29,122.81,138.23,-.4,-.22,-.25,1
1279013C,1279,1279, ,1279, , , ,3,1,5,17.38,18.68, ,29.94, , , ,-.73, , ,1
1279014C,1279,1280, , , , , ,3,2,6,13.91,19.36, , , , , , , , ,1
1279015C,1279,1279, ,1279,1279,1279, ,3,1,6,20.28,19.79, ,35.53,63.87,74.35, ,-.83,-.84,-.75,1
1279016C,1279,1279, ,1279,1279,1279,C535,3,1,6,20.15,27.3, ,43.18,94.05,113.07,138.62,-.31,-.27,-.15,1
1279017C,1279,1279, ,1279, , , ,3,1,6,21.32,31.61, ,46.2, , , , , , ,1
1279018C,1279,1279, ,1279,1279,1279,9995,3,2,5,14.59,20.12, ,40.07,65.12,101.31, , , ,-.68,1
1279019C,1279,1279, ,1279,1279,1279,C535,3,1,6,17.87,28.88, ,46.27,74.68,123.1,107.19,-.42,.49,.68,1
1279020C,1279,1279, ,1279,1279,1279, ,3,1,6,19.29,22.91, ,41.13,58.67,105.78, ,.09,.13,.11,1
1279021C,1279,1279, ,1279,1279,1279, ,3,2,8,18.3,38.1, ,37.82,75.74,97.6, ,-.54,-.55,-.96,1
1279022C,1279,1279, ,1279,1279,1279,C535,3,1,5,26.67,33.88, ,71.18,139.74,156.62,168.5,-.09,-.04,-.1,1
1279023C,1279,1279, ,1279,1279,1279,C535,3,2,8,22.33,43.54, ,69.29,89.45,115.91,128.17,-.6,-.9,-.35,1
1279024C,1279,1279, ,1279,1279, , ,3,1,1,25.95,43.52, ,92.84,119.54, , ,.65,.38, ,1
1280001C,1280,1280, ,1280,1280,1280,C535,3,1,8,23.44,29.88, ,49.8,71.98,95.02,130.17,.1,-.12,-.21,1
1280002C,1280,1280, ,1280,1280,1280,C535,3,2,5,33.72,41.58, ,65.26,124.11,151.3,164.82,.58,.57,.44,1
1280003C,1280,1280, ,1280,1280,1280,C533,3,2,5,34.1,41.7, ,75.65,127.18,158.74,170.32,1.59,1.56,1.52,1
1280004C,1280,1280, ,1280,1280,1280, ,3,1,6,16.94,21.53, ,40.67,85.18,116.87, ,-.4,-.62,-.73,1
1280005C,1280,1280, , , , , ,3,2,7, , , , , , , , , , ,1
1280006C,1280,1280, ,1280,1280,1280,9995,3,1,6,13.45,21.44, ,24.42,67.18,92.24, ,-.6,-.5,-.99,1
1280007C,1280,1280, ,1280,1280,1280,C538,3,1,6,28.2,32.84, ,59.62,102.85,121.36,140.03,.28,.25,.27,1
1280008C,1280,1280, ,1280, , , ,3,2,5,25.26,34.58, ,59.7, , , ,-.47, , ,1
1280009C,1280,1280, ,1280,1280,1280, ,3,1,6,12.16,17.54, ,46.06,55.28,95.76, ,-.47,-.55,-.68,1
1280010C,1280,1280, ,1280,1280,1280, ,3,1,6,20.5,27.6, ,55.09,91.79,131.93, ,-.4,-.38,-.22,1
1280011C,1280,1280, ,1280,1280, , ,3,2,6,23.2,33.84, ,63.38,98.64, , ,.13,.64, ,1
1280013C,1280,1280, ,1280,1280,1280,C534,3,2,6,32.39,50.75, ,79.75,133.25,154.75,167.07, , ,-2.21,1
1280014C,1280,1280, ,1280,1280, , ,3,2,1,14.86,20.38, ,45.51,85.96, , ,-.32,-.03, ,1
1280015C,1280,1280, , , , , ,3,1,6,20.02,26.01, , , , , , , , ,1
1280016C,1280,1280, ,1280,1280, , ,3,2,6,22.97,30.42, ,51.79,83.17, , ,-.18, , ,1
1280017C,1280,1280, ,1280,1280,1280, ,3,2,6,27.85,30.68, ,45.2,90.53,114.32, ,-.77, ,-.68,1
1280018C,1280,1280, ,1280,1280,1280,C535,3,1,8,16.06,17.04, ,22.37,42.61,68.19,86.3,-.41, , ,1
1280019C,1280,1280, , , , , ,3,2,1,23.05,40.41, , , , , , , , ,1
1280020C,1280,1280, ,1280,1280, , ,3,1,5,31.33,42.87, ,75.51,130.83, , ,.89,.78, ,1
1280021C,1280,1280, , , , , ,3,2,6,24.14,26.84, , , , , , , , ,1
1280022C,1280,1280, ,1280,1280,1280,C535,3,2,6,26.76,35.04, ,51.29,113.42,122.58,165.56,-.33,-.65,-.8,1
1280023C,1280,1280, ,1280,1280,1280, ,3,2,6,26.81,40.11, ,68.25,93.93,144.24, ,-.73,-.37,-1.05,1
1280024C,1280,1280, ,1280,1280,1280,C535,3,1,1,27.5,33.53, ,66.17,121.73,160.36,161.57,1.7,1.59,1.42,1
2001001C,2001,2001, ,2001,2001,2001,0007,1,2,8,42.31,44.52, ,87.05,116.47,149.85,151.5,1.81,1.67,1.64,2
2001002C,2001,2001, ,4232,4232,4232,C002,1,1,1,53.12,70.77, ,94.5,143.51,164.79,168.52,.41,.52,.49,2
2001003C,2001,2001, ,2001,9997, , ,1,2,1,37.47,43.09, ,62.95, , , ,1.25,.41, ,2
2001004C,2001,2001, ,2001,2001,2001,0007,1,2,1,39.39,62.48, ,71.28,102.93,145.99,152.79,-.14,.04,.01,2
2001005C,2001,2001, ,2001,2001,2001,0007,1,1,1,37.35,43.12, ,65.12,104.81,131.68,159.56,-.29,-.36,-.45,2
2001006C,2001,2001, ,2001,2001,2001,C002,1,2,1,30.19,37.76, ,67.17,109.44,138.5,157.18,.27,.3,.01,2
2001007C,2001,2001, ,2001,2001,A503,A503,1,1,1,43.03,45.97, ,90.01,107.06,141.63,157.69,.65,.68,1.59,2
2001008C,2001,2001, ,2001,2001,2001,0007,1,1,1,38.38,47.61, ,75.33,104.47,143.64,162.48,.41,.81,.78,2
2001010C,2001,2001, ,2001,2001,2001,C002,1,1,1,30.7,38.89, ,55.38,73.86,107.29,165.41,.12,.1,.19,2
2001011C,2001,2001, ,2001,2001,2001,0007,1,2,1,26.6,30.24, ,45.41,58.27,92.84,119.68,.65,.64,.61,2
2001012C,2001,2001, ,2001,2001,2001,0007,1,2,1,26.85,36.99, ,47.36,104.75,117.35,148.24,.01,.01,.06,2
2001013C,2001,2001, , , , , ,1,1,1,43.03,66.53, , , , , , , , ,2
2001014C,2001,2001, ,2001,2001, , ,1,1,1,34.19,40.36, ,80.68,89.61, , ,-.19, , ,2
2001015C,2001,2001, ,2001,2001,2001,0007,1,1,1,40.34,42.24, ,87.58,114.91,141.98,156.27,-.26,-.33,-.35,2
2001016C,2001,2001, ,2001,4232, , ,1,1,1,25.93,42.65, ,54.83,91.99, , ,.73,.71, ,2
2001017C,2001,2001, ,2001,2001,2001,C002,1,1,1,39.55,65.57, ,97.01,129.47,143.07,166.13,-.02,-.14,-.17,2
2001019C,2001,2001, ,5729,5729, , ,1,2,1,22.71,43.02, ,67.4,92.62, , ,.35,.38, ,2
2001020C,2001,2001, ,2001,2001, , ,1,1,1,69.15,73.3, ,98.82,140.87, , ,.12,-.11, ,2
2001021C,2001,2001, ,2001,2001, , ,1,2,1,23.09,30.71, ,46.07,66.61, , ,-.44,-.14, ,2
2001022C,2001,2001, ,2001,2001,2001,0007,1,1,1,39.61,44.19, ,93.94,129.01,148.27,167.13,2.04,2.06,1.84,2
2001023C,2001,2001, ,2001,2001, , ,1,2,1,19.82,35.15, ,51.97,76.03, , ,-.14,-.22, ,2
2001024C,2001,2001, ,4232,4232,4232,C667,1,2,1,22.39,31.79, ,63.16,90.16,129.12,158.81,0,.05,.57,2
2003001C,2003,2003, ,6288,9997, , ,1,1,1,25.79,21.68, ,47.53, , , ,1.11,1, ,2
2003002C,2003,2003, ,1024,1024, , ,1,1,1,48.78,48.89, ,78.36,142.78, , ,2.16,2.03, ,2
2003003C,2003,2003, ,5730,5730, , ,1,1,1,29.08,31.56, ,63.69,101.62, , ,1.22,1.15, ,2
2003004C,2003,2003, ,5731,5731, , ,1,2,1,30.97,46.56, ,47.88,84.58, , ,1.62, , ,2
2003005C,2003,2003, ,5731,5731, , ,1,1,1,30.12,28.98, ,90.12,130.69, , ,1.6,1.6, ,2
2003007C,2003,4405, ,4405,4405,A701,D378,1,2,1,32.59,40.73, ,73.56,129.64,151.67,167.39,2.32,2.32,2.14,2
2004002C,2004,2004,2004,2004,2004,2004,D379,2,2,1,26.09,33.41,40.71,39.59,81.18,112.84,147.93,.73,.22,.3, 
2004003C,2004,2004,2004,2004,9997, , ,2,1,3,22.75,28.88,25.48,56.34, , , ,-.1,-.12, , 
2004005C,2004,2004,2004,2004,2004,2004,D719,2,2,1,27.28,31.3,40.45,55.43,105.13,144.21,155.45,.93,.89,.79, 
2004007C,2004,2004,2004,2004,8550, , ,2,2,1,39.67,41.48,41.08,71.5,141.76, , ,.48,.49, , 
2004009C,2004,2004,2004,2004,2004,2004,C784,2,2,4,35.55,51.5,52.75,74.5,108.92,152.6,159.26,.63,.24,.39, 
2004010C,2004,2004, , , , , ,2,1,1,22.95,34.23, , , , , , , , , 
2004011C,2004,2004,5261,5261,7775, , ,2,1,1,36.78,37.5,67.48,79.39,116.16, , ,-.13,1.02, , 
2004012C,2004,2004,2004,2004,2004,2004,9995,2,2,1,40.5,40.19,50.3,71.59,103.76,152.08, ,1.07,.8,.77, 
2004013C,2004,2004, , , , , ,2,2,1,48.38,57.93, , , , , , , , , 
2004014C,2004,2004,0160,0160,7035,A799,D542,2,2,8,23.36,34.93,41.12,44.12,115.27,125.76, ,.91,.56,.68, 
2004015C,2004,2004,5261,5261,7775, , ,2,1,1,21.9,28.12,41.21,52.29,109.08, , ,.25,-.06, , 
2004016C,2004,2004,2004,2004,7096,A041,D380,2,2,1,24.73,22.55,31,43.96,105.74,123.18,134.52,-.19,-.06,-.21, 
2004017C,2004,2004,9998,5261, , , ,2,2,1,27.29,30.83, ,51.26, , , ,.13, , , 
2004018C,2004,2004,5261,5261,7775, , ,2,1,1,50.93,79.87,84.18,107.96,138.42, , ,-.05,.24, , 
2004020C,2004,2004,9998,9103,7775,7775,C784,2,2,1,16.38,23.87, ,33.18,69.93,93.08,94.82,.22,.31,-.25, 
2006001C,2006,2006, , , , , ,2,2,1,32.13,42.73, , , , , , , , ,2
2006002C,2006,2006, , , , , ,2,1,1,19.28,25.49, , , , , , , , ,2
2006003C,2006,2006, , , , , ,2,2,1,33.66,48.83, , , , , , , , ,2
2006004C,2006,2006, , , , , ,2,1,1,43.93,53.16, , , , , , , , ,2
2006005C,2006,2006, , , , , ,2,2,1,30.16,43.34, , , , , , , , ,2
2006006C,2006,2006, ,2006, , , ,2,2,1,22.19,23.84, ,29.92, , , ,1.1, , ,2
2006007C,2006,2006, , , , , ,2,2,1,31.97,44.76, , , , , , , , ,2
2006008C,2006,2006, , , , , ,2,1,1,31.15,43.72, , , , , , , , ,2
2006009C,2006,2006, , , , , ,2,2,1,37.64,50.51, , , , , , , , ,2
2006010C,2006,2006, , , , , ,2,2,1,24.55,38.42, , , , , , , , ,2
2006011C,2006,2006, , , , , ,2,1,1,28.48,47.21, , , , , , , , ,2
2006012C,2006,2006, , , , , ,2,2,1,24.94,31.26, , , , , , , , ,2
2006013C,2006,2006, , , , , ,2,1,1,30.05,46.14, , , , , , , , ,2
2006014C,2006, , , , , , ,2,1,1,44.14, , , , , , , , , ,2
2006015C,2006,4435, , , , , ,2,1,1,29.21,46.77, , , , , , , , ,2
2006016C,2006,2006, , , , , ,2,1,1,24.47,34.87, , , , , , , , ,2
2008001C,2008,2008, , , , , ,2,2,2,20.71,25.3, , , , , , , , ,2
2008002C,2008,2008, , , , , ,2,1,1,35.64,36.92, , , , , , , , ,2
2008003C,2008,2008, , , , , ,2,1,1,21.92,31.06, , , , , , , , ,2
2008004C,2008,2008, , , , , ,2,1,1,28.51,31.02, , , , , , , , ,2
2008005C,2008,2008, , , , , ,2,1,1,38.18,40.78, , , , , , , , ,2
2008006C,2008,2008, , , , , ,2,1,1,17.16,29.46, , , , , , , , ,2
2008007C,2008,2008, , , , , ,2,2,4,27.6,36.97, , , , , , , , ,2
2008008C,2008,2008, , , , , ,2,1,1,32.7,54.92, , , , , , , , ,2
2009001C,2009,2009, , , , , ,2,2,1, , , , , , , , , , ,2
2009003C,2009,2009,5142,6441, , , ,2,2,1,23.2,27.31,27.71,33.74, , , ,1.32, , ,2
2009004C,2009,2009,9998,9997,9997,9997, ,2,1,1,18.72,17.25, , , , , ,-.03,-.11,.04,2
2009005C,2009,2009,5143,5143,7012,7012,D381,2,1,1,21.93,26.25,48.19,63.11,122.18,155.84,166.04,.38,.3,.28,2
2009006C,2009,2009,5143,5143,7012, , ,2,1,1,28.32,43.96,43.66,67.11,118, , ,.36,.3, ,2
2009007C,2009,2009,9998,5143,7012, , ,2,2,1,25.97,32.42, ,54.81,117.23, , ,.36,.21, ,2
2009009C,2009,2009,5144,5144,5144,5144,D382,2,2,1,25.6,25.1,33.9,37.98,79,116.17,122.41,1.34,1.17,1.25,2
2009010C,2009,2009,9998,9997,9997, , ,2,1,1,19.2,29.41, , , , , ,1.05,.91, ,2
2009011C,2009,2009, , , , , ,2,2,1,21.84,25.66, , , , , , , , ,2
2009012C,2009,2009,5144,5144,5144, , ,2,1,1,24.74,31.48,31.86,48.31,107.49, , ,.35,.31, ,2
2009013C,2009,2009,5144,5144,5144, , ,2,2,1,23.86,29.5,36.67,43.41,98.28, , ,.69,.56, ,2
2016001C,2016,9115,9115,9115,5157, , ,1,1,1,17.81,24.32,27.01,46.85,88.04, , ,0,.27, ,2
2016002C,2016, ,9998,6390,5238,A163,C170,1,2,2,19, , ,37.1,77.02,104.61,122.37,-.37,-.57,-.59,2
2016003C,2016,2016, , , , , ,1,1,2,23.51,29.61, , , , , , , , ,2
2016004C,2016,2016,9998,5158,5158,5158,D416,1,2,1,20.79,28.24, ,49.15,88.9,104.24,119.91, , ,-.32,2
2016005C,2016,2016,9998,9997,9997, , ,1,2,1,26.8,30.78, , , , , ,.32,.36, ,2
2016006C,2016,4247,4247,4247,8132, , ,1,1,1,18.84,28.02,35.61,43.61,78.2, , ,-.31,-.15, ,2
2016007C,2016,2016,5158,5158,5158, , ,1,2,2,28.59,35.35,48.87,56.68,95.81, , ,-.2,-.22, ,2
2016008C,2016,2016,9998,5158,5158, , ,1,1,1,18.24,21.62, ,34.46,70.93, , ,-.51,-.9, ,2
2021001C,2021,2021, ,2021,0367,0367,C432,3,1,1, ,44.7, ,64.49,111.58,142.11,152.02,.83,.55,.53,2
2021002C,2021,2021, ,2021,0367,0367,C432,3,2,1, ,39.83, ,77.77,90.62,120.66,135.75,.5,.28,.25,2
2021003C,2021,2021, ,2021,0367,0367,C432,3,2,1, ,46.12, ,74.65,122.61,141.55,151.93,-.17,-.24,-.27,2
2021004C,2021,2021, ,2021,0367,0367,C429,3,1,1, ,51.46, ,74.95,137.99,149.9,167.82,1.57,1.55,1.59,2
2021005C,2021,2021, ,2021,0367,0367,C432,3,2,1, ,41.31, ,72.34,97,128.03,148.24,1,.66,.63,2
2021006C,2021,2021, ,9996,8685,A536,9995,3,1,1, ,22.25, , , ,98.14, ,-.82,-.05,1.03,2
2021008C,2021,2021, ,2021,9997, , ,3,2,1, ,46.5, ,68.79, , , ,1.13,.55, ,2
2021009C,2021,2021, ,2021,0367,0367,C432,3,2,1, ,38.89, ,66.65,105.93,128.92,134.54,.55,.3,.45,2
2021010C,2021,2021, ,5649,8111, , ,3,2,1, ,56.93, ,82.73,146.84, , ,.83,.92, ,2
2021011C,2021,2021, ,5733,5733,5733,C429,3,1,1, ,29.07, ,56.9, , ,131.61,-.33,-.37,-.32,2
2021012C,2021,2021, ,2021,4136,4136,C426,3,1,1, ,31.2, ,52.11,104.01,133.65,146.83,-.33,-.42,-.37,2
2021013C,2021,2021, ,2021,0367,0367,C426,3,2,1, ,44.76, ,91.53,103.62,136.41,140.87,.49,.11,.09,2
2021014C,2021,2021, ,5648,5648, , ,3,2,1, ,36.51, ,65.68,110.77, , ,-.13, , ,2
2021015C,2021,2021, ,2021,0367,0367,C426,3,1,1, ,36.07, ,75.52,133.67,158.25,163.41,.01,.01,-.6,2
2021016C,2021,2021, ,2021,0367, , ,3,1,1, ,26.34, ,54.45,82.8, , ,.91,.9, ,2
